name	track_number	disc_number	album_id	album_name	album_artist	id	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	uri	analysis_url
Mundo Agradable - En Vivo	19	1	3Tj3vFCoc0ZDIUtpWLUUbn	Seru Giran (En Vivo)	Serú Girán	3zg79WZJznXlf3t2S6UYe9	0.518	0.426	0	-14.475	1	0.0327	0.011	0.00121	0.518	0.316	120.668	251427	4	spotify:track:3zg79WZJznXlf3t2S6UYe9	https://api.spotify.com/v1/audio-analysis/3zg79WZJznXlf3t2S6UYe9
Eiti Leda - En Vivo	20	1	3Tj3vFCoc0ZDIUtpWLUUbn	Seru Giran (En Vivo)	Serú Girán	3npCWDwNPwgrZJaLJMDDw1	0.418	0.33	11	-17.504	1	0.05	0.0226	0.00123	0.403	0.0715	124.345	497960	4	spotify:track:3npCWDwNPwgrZJaLJMDDw1	https://api.spotify.com/v1/audio-analysis/3npCWDwNPwgrZJaLJMDDw1
Queen Elizabeth	1	1	2RpzZJ2bn9gEtHzLsTejT4	Seru Giran 92	Serú Girán	0tZAUIhiysUkpFN1GgMWAe	0.23	0.23	0	-15.228	1	0.0298	0.16	0.256	0.0533	0.0393	74.059	307533	4	spotify:track:0tZAUIhiysUkpFN1GgMWAe	https://api.spotify.com/v1/audio-analysis/0tZAUIhiysUkpFN1GgMWAe
Mundo Agradable	2	1	2RpzZJ2bn9gEtHzLsTejT4	Seru Giran 92	Serú Girán	1zMSZbxk4dDAHxBS5V07KT	0.499	0.502	9	-9.986	0	0.0301	0.0115	2.78e-05	0.127	0.294	120.177	251027	4	spotify:track:1zMSZbxk4dDAHxBS5V07KT	https://api.spotify.com/v1/audio-analysis/1zMSZbxk4dDAHxBS5V07KT
No Puedo Dejar	3	1	2RpzZJ2bn9gEtHzLsTejT4	Seru Giran 92	Serú Girán	09V5WVHGWrMo0tvk7QLRrO	0.675	0.701	2	-8.861	0	0.0342	0.0621	0.00394	0.614	0.746	114.706	187827	4	spotify:track:09V5WVHGWrMo0tvk7QLRrO	https://api.spotify.com/v1/audio-analysis/09V5WVHGWrMo0tvk7QLRrO
Ese Tren	4	1	2RpzZJ2bn9gEtHzLsTejT4	Seru Giran 92	Serú Girán	0LpBGWyCcMDJiekkevhiTf	0.542	0.92	2	-8.308	1	0.0477	0.039	2.75e-05	0.215	0.824	154.83	193867	4	spotify:track:0LpBGWyCcMDJiekkevhiTf	https://api.spotify.com/v1/audio-analysis/0LpBGWyCcMDJiekkevhiTf
A Cada Hombre, A Cada Mujer	5	1	2RpzZJ2bn9gEtHzLsTejT4	Seru Giran 92	Serú Girán	15YgfiMf7ArHQOLQ1fZEEC	0.576	0.477	7	-11.202	1	0.0298	0.157	4.04e-05	0.167	0.227	116.591	233307	4	spotify:track:15YgfiMf7ArHQOLQ1fZEEC	https://api.spotify.com/v1/audio-analysis/15YgfiMf7ArHQOLQ1fZEEC
Hundiendo El Titanic	6	1	2RpzZJ2bn9gEtHzLsTejT4	Seru Giran 92	Serú Girán	3t8Y7Q0MFO8oJkBVJBwVIC	0.703	0.713	9	-9.541	1	0.0575	0.122	6.72e-06	0.0651	0.938	76.032	155133	4	spotify:track:3t8Y7Q0MFO8oJkBVJBwVIC	https://api.spotify.com/v1/audio-analysis/3t8Y7Q0MFO8oJkBVJBwVIC
Transformacion	7	1	2RpzZJ2bn9gEtHzLsTejT4	Seru Giran 92	Serú Girán	7KUHwBIcb4DrmjHc1ttOZu	0.638	0.471	2	-14.158	1	0.031	0.387	0.0038	0.199	0.471	146.631	415733	4	spotify:track:7KUHwBIcb4DrmjHc1ttOZu	https://api.spotify.com/v1/audio-analysis/7KUHwBIcb4DrmjHc1ttOZu
Déjame Entrar	8	1	2RpzZJ2bn9gEtHzLsTejT4	Seru Giran 92	Serú Girán	6P904NxAPwCV72BH7qTPCL	0.724	0.703	7	-10.539	1	0.0388	0.148	0.0019	0.384	0.485	99.938	208507	4	spotify:track:6P904NxAPwCV72BH7qTPCL	https://api.spotify.com/v1/audio-analysis/6P904NxAPwCV72BH7qTPCL
Nos Veremos Otra Vez	9	1	2RpzZJ2bn9gEtHzLsTejT4	Seru Giran 92	Serú Girán	1FBdUVBQsG8suMoKaF3GOi	0.657	0.377	4	-14.27	1	0.0333	0.669	5.63e-06	0.109	0.22	97.917	238400	4	spotify:track:1FBdUVBQsG8suMoKaF3GOi	https://api.spotify.com/v1/audio-analysis/1FBdUVBQsG8suMoKaF3GOi
Si Me Das Tu Amor	10	1	2RpzZJ2bn9gEtHzLsTejT4	Seru Giran 92	Serú Girán	2avq76BYsOitPq7hVFLCLI	0.532	0.751	0	-9.384	1	0.0258	0.000346	0	0.337	0.712	100.881	221333	4	spotify:track:2avq76BYsOitPq7hVFLCLI	https://api.spotify.com/v1/audio-analysis/2avq76BYsOitPq7hVFLCLI
Muévete Al Hablar	11	1	2RpzZJ2bn9gEtHzLsTejT4	Seru Giran 92	Serú Girán	6UmyuEJ9KBx3L8wYmnqEaB	0.71	0.364	4	-13.074	0	0.0277	0.198	0.000362	0.116	0.24	102.689	368067	4	spotify:track:6UmyuEJ9KBx3L8wYmnqEaB	https://api.spotify.com/v1/audio-analysis/6UmyuEJ9KBx3L8wYmnqEaB
Peperina	1	1	5VxrZQkdX8rZaiPgXp23xT	Peperina	Serú Girán	3kL99Fpliaj8HWigniTIp7	0.634	0.443	0	-11.052	1	0.0288	0.351	0.012	0.0989	0.237	111.411	220280	4	spotify:track:3kL99Fpliaj8HWigniTIp7	https://api.spotify.com/v1/audio-analysis/3kL99Fpliaj8HWigniTIp7
Llorando En El Espejo	2	1	5VxrZQkdX8rZaiPgXp23xT	Peperina	Serú Girán	6gJlhoxLX6YGf2PsmIGdWl	0.64	0.285	7	-11.411	1	0.0271	0.636	0.00073	0.109	0.194	103.6	242760	4	spotify:track:6gJlhoxLX6YGf2PsmIGdWl	https://api.spotify.com/v1/audio-analysis/6gJlhoxLX6YGf2PsmIGdWl
Parado En El Medio De La Vida	3	1	5VxrZQkdX8rZaiPgXp23xT	Peperina	Serú Girán	72bSY7XfA75eY33CMdUWUS	0.725	0.287	7	-10.611	1	0.0301	0.827	0	0.0928	0.376	107.4	142653	4	spotify:track:72bSY7XfA75eY33CMdUWUS	https://api.spotify.com/v1/audio-analysis/72bSY7XfA75eY33CMdUWUS
Cara De Velocidad - Instrumental	4	1	5VxrZQkdX8rZaiPgXp23xT	Peperina	Serú Girán	0s6vVy6DGPE5vIGE4o5SVh	0.497	0.868	9	-10.441	1	0.0374	0.302	0.963	0.247	0.714	113.252	161827	4	spotify:track:0s6vVy6DGPE5vIGE4o5SVh	https://api.spotify.com/v1/audio-analysis/0s6vVy6DGPE5vIGE4o5SVh
Esperando Nacer	5	1	5VxrZQkdX8rZaiPgXp23xT	Peperina	Serú Girán	7pXOqR2sWcov60DjPPi7hU	0.673	0.353	2	-9.875	1	0.0301	0.26	0.000214	0.123	0.164	105.861	346787	4	spotify:track:7pXOqR2sWcov60DjPPi7hU	https://api.spotify.com/v1/audio-analysis/7pXOqR2sWcov60DjPPi7hU
Veinte Trajes Verdes - Instrumental	6	1	5VxrZQkdX8rZaiPgXp23xT	Peperina	Serú Girán	3JdoknX5U46CPsMizk35fE	0.517	0.0267	8	-20.953	1	0.0488	0.99	0.876	0.109	0.141	86.533	122613	3	spotify:track:3JdoknX5U46CPsMizk35fE	https://api.spotify.com/v1/audio-analysis/3JdoknX5U46CPsMizk35fE
Cinema Verité	7	1	5VxrZQkdX8rZaiPgXp23xT	Peperina	Serú Girán	6Pc5YpUReYYToXJ23TmkLS	0.267	0.202	5	-14.27	1	0.0289	0.938	0.472	0.524	0.0611	99.378	293213	4	spotify:track:6Pc5YpUReYYToXJ23TmkLS	https://api.spotify.com/v1/audio-analysis/6Pc5YpUReYYToXJ23TmkLS
En La Vereda Del Sol	8	1	5VxrZQkdX8rZaiPgXp23xT	Peperina	Serú Girán	1Rsz7swxLNpavCmCg9Gwug	0.726	0.591	5	-9.598	1	0.0309	0.538	0.000318	0.316	0.515	118.653	225187	4	spotify:track:1Rsz7swxLNpavCmCg9Gwug	https://api.spotify.com/v1/audio-analysis/1Rsz7swxLNpavCmCg9Gwug
José Mercado	9	1	5VxrZQkdX8rZaiPgXp23xT	Peperina	Serú Girán	2Y21XGk4R87cPCi4oR53l6	0.724	0.481	7	-13.579	1	0.0442	0.198	0.000895	0.109	0.388	103.354	215560	4	spotify:track:2Y21XGk4R87cPCi4oR53l6	https://api.spotify.com/v1/audio-analysis/2Y21XGk4R87cPCi4oR53l6
Salir De La Melancolía	10	1	5VxrZQkdX8rZaiPgXp23xT	Peperina	Serú Girán	4T9Elo8e4WcZzWm6PF3WgW	0.714	0.674	7	-12.932	1	0.0759	0.658	0.000356	0.318	0.694	95.402	125733	4	spotify:track:4T9Elo8e4WcZzWm6PF3WgW	https://api.spotify.com/v1/audio-analysis/4T9Elo8e4WcZzWm6PF3WgW
Lo Que Dice La Lluvia	11	1	5VxrZQkdX8rZaiPgXp23xT	Peperina	Serú Girán	0miLL2oGCtNeUamYZfNyX2	0.193	0.34	11	-11.603	0	0.0291	0.961	0.804	0.0844	0.123	85.558	306013	4	spotify:track:0miLL2oGCtNeUamYZfNyX2	https://api.spotify.com/v1/audio-analysis/0miLL2oGCtNeUamYZfNyX2
A Los Jóvenes De Ayer - Remastered	1	1	1qaq3gfrFUMwNoZ5lM2i7z	Bicicleta (Remastered)	Serú Girán	6YAl320SfxLO4rVIZTFKqG	0.4	0.317	0	-18.879	1	0.0366	0.314	0.244	0.0791	0.0394	112.779	569453	4	spotify:track:6YAl320SfxLO4rVIZTFKqG	https://api.spotify.com/v1/audio-analysis/6YAl320SfxLO4rVIZTFKqG
¿Cuánto Tiempo Más Llevará? - Remastered	2	1	1qaq3gfrFUMwNoZ5lM2i7z	Bicicleta (Remastered)	Serú Girán	0bsAe4OFg4QoRQvfzS8U3m	0.576	0.431	4	-14.759	1	0.0349	0.259	0.00793	0.109	0.559	127.659	235667	4	spotify:track:0bsAe4OFg4QoRQvfzS8U3m	https://api.spotify.com/v1/audio-analysis/0bsAe4OFg4QoRQvfzS8U3m
Canción De Alicia En El País - Remastered	3	1	1qaq3gfrFUMwNoZ5lM2i7z	Bicicleta (Remastered)	Serú Girán	519WGo9DQCtYP72a7Lmprj	0.485	0.271	9	-18.108	1	0.0683	0.679	0.000302	0.126	0.155	115.172	264333	4	spotify:track:519WGo9DQCtYP72a7Lmprj	https://api.spotify.com/v1/audio-analysis/519WGo9DQCtYP72a7Lmprj
Remastered Version / Instrumental - Remastered Version / Instrumental	4	1	1qaq3gfrFUMwNoZ5lM2i7z	Bicicleta (Remastered)	Serú Girán	33lRPsYrKRKYR1oi2os69N	0.272	0.207	10	-16.344	0	0.0361	0.933	0.961	0.0909	0.0356	113.573	208293	4	spotify:track:33lRPsYrKRKYR1oi2os69N	https://api.spotify.com/v1/audio-analysis/33lRPsYrKRKYR1oi2os69N
Mientras Miro Las Nuevas Olas - Remastered	5	1	1qaq3gfrFUMwNoZ5lM2i7z	Bicicleta (Remastered)	Serú Girán	20HOkeup7WSNOaOVQKbDNp	0.345	0.513	9	-15.73	1	0.0499	0.14	0.00209	0.0918	0.266	157.15	237640	4	spotify:track:20HOkeup7WSNOaOVQKbDNp	https://api.spotify.com/v1/audio-analysis/20HOkeup7WSNOaOVQKbDNp
Desarma Y Sangra - Remastered	6	1	1qaq3gfrFUMwNoZ5lM2i7z	Bicicleta (Remastered)	Serú Girán	2LmFypafhOlB3z2WRsrHjA	0.356	0.123	3	-20.729	1	0.0363	0.899	0.00938	0.108	0.102	117.803	222267	4	spotify:track:2LmFypafhOlB3z2WRsrHjA	https://api.spotify.com/v1/audio-analysis/2LmFypafhOlB3z2WRsrHjA
Tema De Nayla - Remastered	7	1	1qaq3gfrFUMwNoZ5lM2i7z	Bicicleta (Remastered)	Serú Girán	39Uy8JIX1MsL8qV2kfxjwO	0.431	0.239	2	-18.101	1	0.0303	0.676	0.0565	0.111	0.0617	113.935	411693	4	spotify:track:39Uy8JIX1MsL8qV2kfxjwO	https://api.spotify.com/v1/audio-analysis/39Uy8JIX1MsL8qV2kfxjwO
Encuentro Con El Diablo - Remastered	8	1	1qaq3gfrFUMwNoZ5lM2i7z	Bicicleta (Remastered)	Serú Girán	70aJdpBPcnhVkJcalV2gC9	0.626	0.502	7	-15.7	1	0.0547	0.231	0.000456	0.303	0.742	94.973	323773	4	spotify:track:70aJdpBPcnhVkJcalV2gC9	https://api.spotify.com/v1/audio-analysis/70aJdpBPcnhVkJcalV2gC9
Eiti-Leda	1	1	576AZwSw776mNOkg1UZtpc	Serú Girán	Serú Girán	6iB2ZBzhgRBpKrno9KJ95v	0.37	0.408	11	-11.454	1	0.0427	0.886	0.017	0.179	0.33	108.219	419863	4	spotify:track:6iB2ZBzhgRBpKrno9KJ95v	https://api.spotify.com/v1/audio-analysis/6iB2ZBzhgRBpKrno9KJ95v
El Mendigo En El Andén	2	1	576AZwSw776mNOkg1UZtpc	Serú Girán	Serú Girán	1Tcxleuuq9ZMWOJZZiDMjc	0.495	0.561	9	-10.51	1	0.0431	0.772	0.123	0.124	0.302	99.684	227323	4	spotify:track:1Tcxleuuq9ZMWOJZZiDMjc	https://api.spotify.com/v1/audio-analysis/1Tcxleuuq9ZMWOJZZiDMjc
Separata	3	1	576AZwSw776mNOkg1UZtpc	Serú Girán	Serú Girán	22ESUp0CWrTUL2NDTnbExY	0.385	0.253	10	-13.269	1	0.0305	0.986	0.325	0.137	0.235	102.851	95968	4	spotify:track:22ESUp0CWrTUL2NDTnbExY	https://api.spotify.com/v1/audio-analysis/22ESUp0CWrTUL2NDTnbExY
Autos, Jets, Aviones, Barcos	4	1	576AZwSw776mNOkg1UZtpc	Serú Girán	Serú Girán	0xBdKEz2mADWHzijdo7SWL	0.472	0.847	2	-11.434	1	0.0648	0.274	0.0886	0.141	0.671	132.615	252494	4	spotify:track:0xBdKEz2mADWHzijdo7SWL	https://api.spotify.com/v1/audio-analysis/0xBdKEz2mADWHzijdo7SWL
Serú Girán	5	1	576AZwSw776mNOkg1UZtpc	Serú Girán	Serú Girán	5i2xlV6qbZxJp43IeloGtP	0.302	0.26	0	-12.475	1	0.0274	0.975	0.764	0.123	0.115	75.192	454531	4	spotify:track:5i2xlV6qbZxJp43IeloGtP	https://api.spotify.com/v1/audio-analysis/5i2xlV6qbZxJp43IeloGtP
Seminare	6	1	576AZwSw776mNOkg1UZtpc	Serú Girán	Serú Girán	5bXhx2vO2N4ZwUi0QFn4HU	0.495	0.295	7	-12.422	1	0.0407	0.908	0.0013	0.19	0.272	125.767	203407	4	spotify:track:5bXhx2vO2N4ZwUi0QFn4HU	https://api.spotify.com/v1/audio-analysis/5bXhx2vO2N4ZwUi0QFn4HU
Voy A Mil	7	1	576AZwSw776mNOkg1UZtpc	Serú Girán	Serú Girán	2YWp90NkQtrY2PnroPC5Ra	0.554	0.615	2	-9.089	1	0.136	0.673	0.00281	0.101	0.644	122.47	188244	4	spotify:track:2YWp90NkQtrY2PnroPC5Ra	https://api.spotify.com/v1/audio-analysis/2YWp90NkQtrY2PnroPC5Ra
Cosmigonón	8	1	576AZwSw776mNOkg1UZtpc	Serú Girán	Serú Girán	6sFECGERfZhKRX3BLcA2n6	0.258	0.408	9	-10.713	1	0.0313	0.692	0.865	0.223	0.214	105.083	93576	3	spotify:track:6sFECGERfZhKRX3BLcA2n6	https://api.spotify.com/v1/audio-analysis/6sFECGERfZhKRX3BLcA2n6
Canción para Mi Muerte	1	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	7k0q1k52nXzGy9xQgSDaGR	0.457	0.278	0	-18.051	1	0.0339	0.648	3.88e-06	0.101	0.483	130.832	215907	4	spotify:track:7k0q1k52nXzGy9xQgSDaGR	https://api.spotify.com/v1/audio-analysis/7k0q1k52nXzGy9xQgSDaGR
Rasguña las Piedras	2	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	3RsUrQBuIWRi00MBCniKU8	0.279	0.346	7	-12.609	1	0.0444	0.239	0	0.0798	0.309	162.506	191227	4	spotify:track:3RsUrQBuIWRi00MBCniKU8	https://api.spotify.com/v1/audio-analysis/3RsUrQBuIWRi00MBCniKU8
Quizás, Porque	3	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	25ddfpiP4IptZTRHVXcTsl	0.394	0.019	2	-27.167	1	0.0501	0.937	0.000427	0.125	0.212	77.722	132973	4	spotify:track:25ddfpiP4IptZTRHVXcTsl	https://api.spotify.com/v1/audio-analysis/25ddfpiP4IptZTRHVXcTsl
Necesito	4	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	4ZTGoI4457pYqBpnv6Q1KH	0.641	0.169	7	-18.195	1	0.0462	0.457	0	0.124	0.198	101.864	133960	4	spotify:track:4ZTGoI4457pYqBpnv6Q1KH	https://api.spotify.com/v1/audio-analysis/4ZTGoI4457pYqBpnv6Q1KH
Confesiones de Invierno	5	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	5RmLAGgmyK4eEAcitgMwED	0.477	0.148	2	-15.794	1	0.0312	0.791	0	0.0602	0.263	97.825	245333	4	spotify:track:5RmLAGgmyK4eEAcitgMwED	https://api.spotify.com/v1/audio-analysis/5RmLAGgmyK4eEAcitgMwED
Aprendizaje	6	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	5sgSFmWDkxj0nn57u1IobT	0.407	0.15	7	-17.234	1	0.034	0.567	4.13e-05	0.119	0.141	117.493	225400	4	spotify:track:5sgSFmWDkxj0nn57u1IobT	https://api.spotify.com/v1/audio-analysis/5sgSFmWDkxj0nn57u1IobT
Bienvenidos al Tren	7	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	2ktpn5Vee4dQGVDgkovJLZ	0.433	0.367	7	-14.091	1	0.0304	0.0466	3.79e-06	0.347	0.481	125.517	194333	3	spotify:track:2ktpn5Vee4dQGVDgkovJLZ	https://api.spotify.com/v1/audio-analysis/2ktpn5Vee4dQGVDgkovJLZ
Estación	8	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	6DUfatWAWs9cFVWvNL0jwB	0.493	0.295	4	-16.225	0	0.0481	0.77	1.09e-06	0.0951	0.484	125.919	90973	4	spotify:track:6DUfatWAWs9cFVWvNL0jwB	https://api.spotify.com/v1/audio-analysis/6DUfatWAWs9cFVWvNL0jwB
El Fantasma de Canterville (En Vivo)	9	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	0UYlS3k9Fu2XMi7rURrjFc	0.465	0.372	2	-14.127	1	0.0311	0.695	0	0.917	0.485	106.391	235000	4	spotify:track:0UYlS3k9Fu2XMi7rURrjFc	https://api.spotify.com/v1/audio-analysis/0UYlS3k9Fu2XMi7rURrjFc
Cuando Comenzamos a Nacer	10	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	5Hh8Jnk9uMugxiivIouaAB	0.425	0.22	9	-16.671	0	0.0391	0.62	1.26e-05	0.0812	0.314	137.482	163160	4	spotify:track:5Hh8Jnk9uMugxiivIouaAB	https://api.spotify.com/v1/audio-analysis/5Hh8Jnk9uMugxiivIouaAB
Cuando Ya Me Empiece a Quedar Solo	11	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	0ZMS4G45AL9FSJDhY2OZeJ	0.342	0.06	7	-15.858	0	0.0357	0.842	0	0.155	0.101	119.792	217960	4	spotify:track:0ZMS4G45AL9FSJDhY2OZeJ	https://api.spotify.com/v1/audio-analysis/0ZMS4G45AL9FSJDhY2OZeJ
Mr. Jones o Pequeña Semblanza de una Familia Tipo Americana	12	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	3fiOQAa6ZTbWeOcNtM58dG	0.528	0.717	1	-10.335	0	0.0533	0.113	0.00284	0.2	0.925	139.018	104373	4	spotify:track:3fiOQAa6ZTbWeOcNtM58dG	https://api.spotify.com/v1/audio-analysis/3fiOQAa6ZTbWeOcNtM58dG
Botas Locas	13	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	5PsuMmMJQxPHGuSZHZr82k	0.557	0.435	7	-12.986	1	0.0309	0.632	0	0.0985	0.626	130.854	294733	4	spotify:track:5PsuMmMJQxPHGuSZHZr82k	https://api.spotify.com/v1/audio-analysis/5PsuMmMJQxPHGuSZHZr82k
El Tuerto y los Ciegos	14	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	6yNQQj7AxYZoyccRfQUojk	0.53	0.377	4	-12.123	0	0.0389	0.512	9.61e-05	0.25	0.439	91.359	124427	4	spotify:track:6yNQQj7AxYZoyccRfQUojk	https://api.spotify.com/v1/audio-analysis/6yNQQj7AxYZoyccRfQUojk
Instituciones	15	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	3u2VKXTbNC0J6bZlkij6MH	0.313	0.293	4	-14.487	0	0.0335	0.195	0.059	0.445	0.176	90.938	291333	4	spotify:track:3u2VKXTbNC0J6bZlkij6MH	https://api.spotify.com/v1/audio-analysis/3u2VKXTbNC0J6bZlkij6MH
Para Quien Canto Yo Entonces	16	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	06NxN9jE1exVed0KUZldTb	0.383	0.234	2	-15.378	1	0.033	0.424	0.000393	0.157	0.44	159.429	222427	4	spotify:track:06NxN9jE1exVed0KUZldTb	https://api.spotify.com/v1/audio-analysis/06NxN9jE1exVed0KUZldTb
Pequeñas Delicias de la Vida Conyugal	17	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	3a2CtlbdAOCfFUq8ih5DRT	0.403	0.553	0	-10.87	1	0.0706	0.144	6.04e-05	0.123	0.504	100.489	221507	4	spotify:track:3a2CtlbdAOCfFUq8ih5DRT	https://api.spotify.com/v1/audio-analysis/3a2CtlbdAOCfFUq8ih5DRT
Lunes Otra Vez	18	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	4ymqFJPXNb1aaLLg259WM6	0.617	0.44	7	-12.252	1	0.0386	0.059	0	0.184	0.767	122.882	190200	4	spotify:track:4ymqFJPXNb1aaLLg259WM6	https://api.spotify.com/v1/audio-analysis/4ymqFJPXNb1aaLLg259WM6
Natalio Ruiz, el Hombrecito del Sombrero Gris	19	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	4cXA17hOXbo7wJ3BPDwwY9	0.411	0.111	7	-18.345	1	0.0383	0.893	0	0.0594	0.198	141.132	223800	3	spotify:track:4cXA17hOXbo7wJ3BPDwwY9	https://api.spotify.com/v1/audio-analysis/4cXA17hOXbo7wJ3BPDwwY9
Alto en la Torre	20	NA	1hNb84RaofemsO09nWOObn	Obras Cumbres	Sui Generis	0RF11lF3Q4w7Pb1SdF7HUa	0.29	0.242	2	-11.911	1	0.0302	0.914	0.017	0.147	0.122	82.252	281440	4	spotify:track:0RF11lF3Q4w7Pb1SdF7HUa	https://api.spotify.com/v1/audio-analysis/0RF11lF3Q4w7Pb1SdF7HUa
Canción para Mi Muerte	1	NA	5XBgXYEw2flQFZDW1I8lFS	Sí o Sí - Diario del Rock Argentino - Sui Generis	Sui Generis	0LWO6hUTJz6KBrSA2iJOpH	0.457	0.516	0	-9.805	1	0.0299	0.624	0.000426	0.114	0.495	131.122	215893	4	spotify:track:0LWO6hUTJz6KBrSA2iJOpH	https://api.spotify.com/v1/audio-analysis/0LWO6hUTJz6KBrSA2iJOpH
Estación	2	NA	5XBgXYEw2flQFZDW1I8lFS	Sí o Sí - Diario del Rock Argentino - Sui Generis	Sui Generis	01Y5NXtQsIZTdc7sJ4qkt4	0.509	0.471	4	-10.319	0	0.0409	0.744	0	0.0988	0.396	125.779	90960	4	spotify:track:01Y5NXtQsIZTdc7sJ4qkt4	https://api.spotify.com/v1/audio-analysis/01Y5NXtQsIZTdc7sJ4qkt4
Quizás, Porque	3	NA	5XBgXYEw2flQFZDW1I8lFS	Sí o Sí - Diario del Rock Argentino - Sui Generis	Sui Generis	2ad23zCS3KMuCiVhsFdoVs	0.504	0.106	2	-17.592	1	0.0364	0.95	6.59e-05	0.109	0.344	93.9	133053	3	spotify:track:2ad23zCS3KMuCiVhsFdoVs	https://api.spotify.com/v1/audio-analysis/2ad23zCS3KMuCiVhsFdoVs
Cuando Comenzamos a Nacer	4	NA	5XBgXYEw2flQFZDW1I8lFS	Sí o Sí - Diario del Rock Argentino - Sui Generis	Sui Generis	5qlWsSCpHCZrpvbupaukRd	0.408	0.396	9	-11.209	0	0.0332	0.499	3e-04	0.11	0.305	137.397	162253	4	spotify:track:5qlWsSCpHCZrpvbupaukRd	https://api.spotify.com/v1/audio-analysis/5qlWsSCpHCZrpvbupaukRd
Cuando Ya Me Empiece a Quedar Solo	5	NA	5XBgXYEw2flQFZDW1I8lFS	Sí o Sí - Diario del Rock Argentino - Sui Generis	Sui Generis	3v3PFmB9g8UbaiU0JSbTEJ	0.3	0.115	7	-12.241	0	0.0313	0.863	0	0.124	0.0811	95.057	214720	4	spotify:track:3v3PFmB9g8UbaiU0JSbTEJ	https://api.spotify.com/v1/audio-analysis/3v3PFmB9g8UbaiU0JSbTEJ
Bienvenidos al Tren	6	NA	5XBgXYEw2flQFZDW1I8lFS	Sí o Sí - Diario del Rock Argentino - Sui Generis	Sui Generis	5HKGNFseOONBgVch7TLSKZ	0.427	0.515	7	-8.595	1	0.0287	0.0506	0	0.206	0.398	125.97	191533	3	spotify:track:5HKGNFseOONBgVch7TLSKZ	https://api.spotify.com/v1/audio-analysis/5HKGNFseOONBgVch7TLSKZ
Confesiones de Invierno	7	NA	5XBgXYEw2flQFZDW1I8lFS	Sí o Sí - Diario del Rock Argentino - Sui Generis	Sui Generis	0li7GMUjTRSQ8YVPn5LkXG	0.463	0.192	2	-12.955	1	0.0307	0.854	0	0.0772	0.26	95.348	242507	4	spotify:track:0li7GMUjTRSQ8YVPn5LkXG	https://api.spotify.com/v1/audio-analysis/0li7GMUjTRSQ8YVPn5LkXG
Rasguña las Piedras	8	NA	5XBgXYEw2flQFZDW1I8lFS	Sí o Sí - Diario del Rock Argentino - Sui Generis	Sui Generis	7fOmccYDDrxF9GDwG2l608	0.381	0.477	7	-8.298	1	0.0402	0.123	0	0.133	0.306	82.118	183773	4	spotify:track:7fOmccYDDrxF9GDwG2l608	https://api.spotify.com/v1/audio-analysis/7fOmccYDDrxF9GDwG2l608
Aprendizaje	9	NA	5XBgXYEw2flQFZDW1I8lFS	Sí o Sí - Diario del Rock Argentino - Sui Generis	Sui Generis	1A2J9qrUbsQHI0vbETIclz	0.416	0.236	7	-12.033	1	0.0305	0.593	0.000217	0.122	0.131	117.507	222387	4	spotify:track:1A2J9qrUbsQHI0vbETIclz	https://api.spotify.com/v1/audio-analysis/1A2J9qrUbsQHI0vbETIclz
Mr. Jones o Pequeña Semblanza de una Familia Tipo Americana	10	NA	5XBgXYEw2flQFZDW1I8lFS	Sí o Sí - Diario del Rock Argentino - Sui Generis	Sui Generis	4BRtXwhl1UB6bLJUNrxn8z	0.526	0.865	1	-6.144	0	0.0497	0.138	0.000808	0.204	0.932	139.099	100853	4	spotify:track:4BRtXwhl1UB6bLJUNrxn8z	https://api.spotify.com/v1/audio-analysis/4BRtXwhl1UB6bLJUNrxn8z
